UTC Time,Local Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed,
2025-03-19T00:00:00,3/19/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,176,95.7,9,68,93.8,,54,100,0,1026,80,16.5,1.3,2.8,49
2025-03-19T01:00:00,3/19/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,176,92.2,8,76.3,93.8,,65,100,0,1026,70,17.7,1.3,0.66,40
2025-03-19T02:00:00,3/19/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,88.7,7,84.7,76.3,,76,100,0,1026,61,18.8,1.9,1.33,34
2025-03-19T03:00:00,3/19/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,150,85.2,6,93,67.5,,87,100,0,1027,53,20,3,2,38
2025-03-19T04:00:00,3/19/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,10,317,0.6,43.8,,84.7,100,0,1026,48,20.8,3.7,2.33,37
2025-03-19T05:00:00,3/19/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,82.5,4,115.7,41.3,,82.3,100,0,1025,44,21.7,3.5,2.66,71
2025-03-19T06:00:00,3/19/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,81.1,3,127,42.5,,80,100,0,1024,40,22.5,3.3,3,77
2025-03-19T07:00:00,3/19/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,82.3,3.3,130.3,42.5,,82.7,100,0,1023,40,22.4,2.7,2.66,75
2025-03-19T08:00:00,3/19/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,103,83.5,3.7,133.7,45.8,,85.3,100,0,1023,41,22.3,2.1,2.33,75
2025-03-19T09:00:00,3/19/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,107,84.6,4,137,47.5,,88,100,0,1022,41,22.2,1.4,2,61
2025-03-19T10:00:00,3/19/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,110.9,9.3,117,51.3,,87.7,100,0,1022,44,21.5,1.4,2,54
2025-03-19T11:00:00,3/19/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,137.1,14.7,97,51.3,,87.3,100,0,1022,48,20.9,1,2,35
2025-03-19T12:00:00,3/19/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,163.4,20,77,55,,87,100,0,1023,51,20.2,0,2,33
2025-03-19T13:00:00,3/19/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,160.3,18.7,70,55,,78.7,91,0,1023,52,19.8,0,2,34
2025-03-19T14:00:00,3/19/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,136,157.2,17.3,63,60.8,,70.3,83,0,1024,53,19.4,0,2,34
2025-03-19T15:00:00,3/19/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,142,154.1,16,56,63.8,,62,75,0,1024,55,19,0,2,36.67
2025-03-19T16:00:00,3/19/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,148.2,15.3,51,60,,53.7,83,0,1024,58,18.8,0,2,38
2025-03-19T17:00:00,3/20/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,142.4,14.7,46,60,,45.3,91,0,1024,61,18.7,0,2,41
2025-03-19T18:00:00,3/20/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,131,136.6,14,41,58.8,,37,100,0,1025,64,18.5,0,2,41
2025-03-19T19:00:00,3/20/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,137.9,14.3,36.7,60,,35,100,0,1024,65,18.3,0,1.33,44
2025-03-19T20:00:00,3/20/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,142,139.3,14.7,32.3,63.8,,33,100,0,1024,66,18.2,0,0.66,44
2025-03-19T21:00:00,3/20/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,140.6,15,28,66.3,,31,100,0,1024,67,18,0,2,48.67
2025-03-19T22:00:00,3/20/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,148.2,15,30.3,68.8,,34.3,100,0,1024,67,17.8,0,2.4,51
2025-03-19T23:00:00,3/20/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,171,155.8,15,32.7,88.8,,37.7,100,0,1024,68,17.7,0,2.4,48
2025-03-20T00:00:00,3/20/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,203,163.4,15,35,118.8,,41,100,0,1025,69,17.5,1.9,2.8,48
2025-03-20T01:00:00,3/20/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,146.9,12.3,63,156.3,,63.3,79,0,1025,63,19.1,2.2,2.8,47
2025-03-20T02:00:00,3/20/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,247,130.3,9.7,91,160.4,,85.7,58,0,1025,58,20.6,3.7,3.2,48
2025-03-20T03:00:00,3/20/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,269,113.8,7,119,181.3,,108,37,0,1026,53,22.2,6.5,2.4,51
2025-03-20T04:00:00,3/20/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,216,110.5,6,132.3,131.3,,103.3,43,0,1024,46,23,9.2,0.66,53
2025-03-20T05:00:00,3/20/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,126,107.2,5,145.7,56.3,,98.7,50,0,1023,41,23.8,10.7,1.33,55
2025-03-20T06:00:00,3/20/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,126,103.9,4,159,56.3,,94,56,0,1022,36,24.6,10,2,71
2025-03-20T07:00:00,3/20/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,106.6,4.7,164,55,,93.3,62,0,1021,36,24.6,8,1.33,95
2025-03-20T08:00:00,3/20/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,119,109.3,5.3,169,52.9,,92.7,68,0,1020,36,24.6,4.5,0.66,125
2025-03-20T09:00:00,3/20/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,112.1,6,174,51.3,,92,75,0,1019,36,24.6,3.4,0.8,128.33
2025-03-20T10:00:00,3/20/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,107,144.5,12,153,47.5,,92,62,0,1019,41,23.1,2.1,0.33,145
2025-03-20T11:00:00,3/20/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,177,18,132,48.8,,92,50,0,1019,47,21.7,1.8,0.66,105
2025-03-20T12:00:00,3/20/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,209.5,24,111,71.3,,92,37,0,1019,53,20.2,0,1,45
2025-03-20T13:00:00,3/20/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,143,23.7,75.4,136.3,,68,50,0,1020,55,20.2,0,1.33,45
2025-03-20T14:00:00,3/20/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,316,76.5,23.3,39.9,321.1,,44,62,0,1021,58,20.1,0,1.66,44
2025-03-20T15:00:00,3/20/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,446,10,23,4.3,446,,20,75,0,1022,61,20.1,0,2,42.33
2025-03-20T16:00:00,3/20/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,457,10,24,2.7,457,,4,58,0,1022,63,19.1,0,1.33,41
2025-03-20T17:00:00,3/21/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,180,25,48.1,173.8,,64.7,41,0,1022,65,18.2,0,0.66,38
2025-03-20T18:00:00,3/21/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,248,265,26,70,161.3,,87,25,0,1023,67,17.2,0,1.6,39
2025-03-20T19:00:00,3/21/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,229,180,44.3,62,143.8,,84,24,0,1022,72,16.2,0,0.33,57
2025-03-20T20:00:00,3/21/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,253,95,62.7,54,148.4,,81,29,0,1022,78,15.2,0,0.66,109
2025-03-20T21:00:00,3/21/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,256,10,81,46,142,,78,28,0,1021,83,14.2,0,1,316.33
2025-03-20T22:00:00,3/21/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,276,118.1,61.7,43.3,187.5,,74.7,34,0,1022,87,14.3,0,1,446
2025-03-20T23:00:00,3/21/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,162,10,106,40.7,176,,71.3,25,0.5,1022,90,14.5,0,1,457
2025-03-21T00:00:00,3/21/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,199,334.4,23,38,248.8,,68,10,0.5,1023,94,14.6,2,1,139
2025-03-21T01:00:00,3/21/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,206,272.9,21,66.3,257.5,,97.3,5,0,1023,76,17.2,3.1,1,129
2025-03-21T02:00:00,3/21/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,211.5,19,94.7,233.8,,126.7,7,0,1023,62,19.9,4.9,1,115
2025-03-21T03:00:00,3/21/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,181,150,17,123,226.3,,156,4,0,1024,51,22.5,7.5,1,133
2025-03-21T04:00:00,3/21/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,159,145.3,14.7,139.3,198.8,,140,5,0,1023,45,23.6,9.5,1.33,135
2025-03-21T05:00:00,3/21/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,269,140.6,12.3,155.7,181.3,,124,32,0,1021,39,24.6,8.4,1.66,150
2025-03-21T06:00:00,3/21/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,266,136,10,172,178.8,,108,28,0,1020,35,25.7,8.1,2,162
2025-03-21T07:00:00,3/21/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,254,138.7,10.3,176,167.1,,101,26,0,1019,34,25.9,6.6,2.33,199
2025-03-21T08:00:00,3/21/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,235,141.4,10.7,180,148.8,,94,57,0,1018,34,26,3.3,2.66,206
2025-03-21T09:00:00,3/21/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,229,144.1,11,184,143.8,,87,86,0,1018,34,26.2,1.4,3,187
2025-03-21T10:00:00,3/21/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,224,168.7,16.3,157.3,138.8,,86.3,4,0,1018,38,25.2,2.2,2.66,181
2025-03-21T11:00:00,3/21/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,193.2,21.7,130.7,133.8,,85.7,2,0,1018,42,24.2,2,2.33,159
2025-03-21T12:00:00,3/21/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,217.7,27,104,136.3,,85,0,0,1018,47,23.2,0,2,145
2025-03-21T13:00:00,3/21/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,216,226.2,27,90.7,124.5,,83.3,0,0,1018,49,22.2,0,2,143
2025-03-21T14:00:00,3/21/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,234.8,27,77.3,112.8,,81.7,2,0,1019,52,21.2,0,2,133.67
2025-03-21T15:00:00,3/21/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,205,243.4,27,64,101,,80,3,0,1020,54,20.2,0,2,119
2025-03-21T16:00:00,3/21/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,246.7,26,59.3,120.3,,74.7,3,0,1019,55,19.7,0,1.66,115
2025-03-21T17:00:00,3/22/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,232,250,25,54.7,139.5,,69.3,44,0,1019,56,19.1,0,1.33,111
2025-03-21T18:00:00,3/22/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,245,253.3,24,50,158.8,,64,52,0,1019,58,18.6,0,1,107
2025-03-21T19:00:00,3/22/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,255,259.1,24,47,168.3,,62,73,0,1019,62,18.1,0,1.33,109
2025-03-21T20:00:00,3/22/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,240,265,24,44,153.8,,60,51,0,1018,67,17.7,0,1.66,105
2025-03-21T21:00:00,3/22/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,276,270.8,24,41,187.5,,58,75,0,1018,72,17.2,0,2,101
2025-03-21T22:00:00,3/22/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,282.5,23.7,41,203.8,,60.7,82,0,1019,76,17.2,0,1.33,97
2025-03-21T23:00:00,3/22/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,164,294.1,23.3,41,205,,63.3,23,0,1019,80,17.1,0,0.66,107
2025-03-22T00:00:00,3/22/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,180,305.8,23,41,225,,66,11,0,1020,84,17.1,2,0.8,117
2025-03-22T01:00:00,3/22/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,170,539.9,38.3,32.7,226,,54.7,12,0,1020,65,19.3,2.9,1,127
2025-03-22T02:00:00,3/22/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,176,773.9,53.7,24.5,220,,43.3,0,0,1021,50,21.5,5.2,2,134.67
2025-03-22T03:00:00,3/22/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,1008,69,16.2,228,,32,0,0,1021,39,23.7,7.8,3,123
2025-03-22T04:00:00,3/22/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,253,605,69,34.6,208,,32,0,0,1020,41,24.3,9.9,3,150
2025-03-22T05:00:00,3/22/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,429.4,27,138.1,130.7,,68.7,1,0,1019,42,24.9,10.7,3,163
2025-03-22T06:00:00,3/22/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,140.1,6,199,82,,87,1,0,1018,43,25.5,10,3,164
2025-03-22T07:00:00,3/22/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,175,140.6,6.7,201,84.3,,84,0,0,1017,45,25.8,8.1,3,180
2025-03-22T08:00:00,3/22/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,141.2,7.3,203,86.3,,81,0,0.75,1016,47,26.1,5.5,3,170.67
2025-03-22T09:00:00,3/22/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,171,141.8,8,205,88.8,,78,0,0.75,1015,49,26.4,3.4,3,176
2025-03-22T10:00:00,3/22/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,192,194.1,13,187.3,108.8,,80.3,0,0.25,1016,54,25.5,2.3,2.66,152
2025-03-22T11:00:00,3/22/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,195,246.5,18,169.7,111.3,,82.7,0,1.25,1016,59,24.5,2,2.33,133
2025-03-22T12:00:00,3/22/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,298.8,23,152,103,,85,1,1.25,1016,65,23.6,0,2,101.33
2025-03-22T13:00:00,3/22/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,313.2,23,132.7,103.3,,84.3,1,0.5,1017,70,22.8,0,2.66,76
2025-03-22T14:00:00,3/22/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,327.6,23,113.3,103.7,,83.7,5,0,1017,76,22.1,0,3.33,74.33
2025-03-22T15:00:00,3/22/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,212,342,23,94,104,,83,3,1,1018,83,21.3,0,4,69
2025-03-22T16:00:00,3/22/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,352.7,23.3,83.7,118.9,,78,3,0.5,1017,86,20.7,0,3.33,71
2025-03-22T17:00:00,3/23/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,227,363.4,23.7,73.3,133.8,,73,2,0,1017,90,20.1,0,2.66,87
2025-03-22T18:00:00,3/23/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,235,374.1,24,63,148.8,,68,1,0,1017,93,19.5,0,2,89
2025-03-22T19:00:00,3/23/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,237,400.9,24.7,56.3,151.3,,64.3,0,0,1017,94,19.2,0,2,101
2025-03-22T20:00:00,3/23/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,427.8,25.3,49.7,156.3,,60.7,0,0,1016,94,18.9,0,2,101.33
2025-03-22T21:00:00,3/23/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,454.6,26,43,156.3,,57,0,0.5,1016,94,18.6,0,2,101.67
2025-03-22T22:00:00,3/23/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,469.6,27,47,145.8,,62.3,18,0,1016,93,18.8,0,2,102
2025-03-22T23:00:00,3/23/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,241,484.6,28,51,135.4,,67.7,35,0,1017,92,18.9,0,2,107.67
2025-03-23T00:00:00,3/23/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,240,499.6,29,55,125,,73,100,0,1018,92,19.1,1.9,2,113.33
2025-03-23T01:00:00,3/23/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,233,390.6,24.3,86,127.9,,75.3,75,0,1018,86,19.9,3,2,119
2025-03-23T02:00:00,3/23/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,226,281.7,19.7,117,130.8,,77.7,50,0,1018,80,20.8,5.2,2,121
2025-03-23T03:00:00,3/23/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,172.7,15,148,133.8,,80,25,0,1019,75,21.6,7.7,2,125
2025-03-23T04:00:00,3/23/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,213,164.2,12,160,128.8,,73.7,6,0,1017,71,22.9,9.5,2.33,125
2025-03-23T05:00:00,3/23/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,213,155.6,9,172,128.8,,67.3,9,0,1016,68,24.1,10.2,2.66,124.33
2025-03-23T06:00:00,3/23/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,147.1,6,184,52,,61,4,0,1015,65,25.4,9.9,3,123.67
2025-03-23T07:00:00,3/23/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,135,154.8,6.7,190.3,52,,60.7,1,0,1014,61,25.9,8,3,123
2025-03-23T08:00:00,3/23/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,136,162.6,7.3,196.7,52,,60.3,0,0,1013,57,26.5,5.6,3,117.67
2025-03-23T09:00:00,3/23/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,137,170.4,8,203,52,,60,25,0,1012,54,27,2.8,3,112.33
2025-03-23T10:00:00,3/23/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,149,183.1,12,179,56.3,,61.3,0,0,1012,59,26.1,2.3,3.33,107
2025-03-23T11:00:00,3/23/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,154,195.7,16,155,60.7,,62.7,2,0,1013,65,25.1,2,3.66,103
2025-03-23T12:00:00,3/23/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,160,208.3,20,131,65,,64,5,0.5,1013,71,24.2,0,4,103
2025-03-23T13:00:00,3/23/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,219,21.7,112,63,,66,6,0.5,1014,74,23.3,0,3.33,48
2025-03-23T14:00:00,3/23/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,155,229.7,23.3,93,61,,68,6,1,1014,76,22.5,0,2.66,48.33
2025-03-23T15:00:00,3/23/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,240.4,25,74,59,,70,6,0.25,1015,79,21.6,0,2,48.67
2025-03-23T16:00:00,3/23/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,162,274.1,26.7,64.7,66.7,,68.7,6,0,1015,82,21.2,0,1.33,49
2025-03-23T17:00:00,3/24/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,173,307.8,28.3,55.3,74.3,,67.3,5,0,1015,85,20.7,0,0.66,53.67
2025-03-23T18:00:00,3/24/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,183,341.4,30,46,82,,66,5,0,1015,89,20.3,0,1.6,58.33
2025-03-23T19:00:00,3/24/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,198,372.9,31.3,39,102.6,,62,1,1.5,1014,88,19.9,0,0.33,63
2025-03-23T20:00:00,3/24/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,214,404.4,32.7,32,123.2,,58,1,1.25,1014,87,19.6,0,0.66,61
2025-03-23T21:00:00,3/24/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,229,435.9,34,25,143.8,,54,9,1.5,1014,87,19.2,0,1,59
2025-03-23T22:00:00,3/24/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,240,473.7,33,25,153.8,,56,19,1,1014,89,19.3,0,0.66,57
2025-03-23T23:00:00,3/24/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,511.4,32,25,173.8,,58,44,1.5,1014,91,19.5,0,0.33,64.67
2025-03-24T00:00:00,3/24/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,274,549.2,31,25,154,,60,77,1.5,1014,93,19.6,1,0.4,72.33
2025-03-24T01:00:00,3/24/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,245,425.6,26.3,53.7,131.7,,93.3,95,1,1015,85,21.2,1.1,0.33,80
2025-03-24T02:00:00,3/24/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,215,302.1,21.7,82.3,109.3,,126.7,86,0.5,1015,78,22.8,2.2,0.66,91.67
2025-03-24T03:00:00,3/24/2025 10:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,185,178.6,17,111,87,,160,25,0.5,1015,71,24.4,4.1,1,103.33
2025-03-24T04:00:00,3/24/2025 11:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,181,177.2,14,136.3,83.7,,155.7,70,0.5,1014,65,25.5,5.2,1,115
2025-03-24T05:00:00,3/24/2025 12:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,176,175.9,11,161.7,80.3,,151.3,8,0.25,1013,60,26.5,10.3,1,123
2025-03-24T06:00:00,3/24/2025 13:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,174.5,8,187,77,,147,2,0,1011,55,27.6,10,1,139
2025-03-24T07:00:00,3/24/2025 14:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,179.2,8.3,196,80.7,,144.3,2,0,1010,54,28.1,8,1.66,149
2025-03-24T08:00:00,3/24/2025 15:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,182,183.8,8.7,205,84.3,,141.7,15,0,1009,53,28.5,5,2.33,126.67
2025-03-24T09:00:00,3/24/2025 16:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,188.5,9,214,88,,139,15,0,1008,52,29,3.1,3,104.33
2025-03-24T10:00:00,3/24/2025 17:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,194,129,26.3,190,95.3,,135.7,11,0.75,1008,57,28,2.1,3,82
2025-03-24T11:00:00,3/24/2025 18:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,201,69.5,43.7,166,102.7,,132.3,15,1,1008,63,27,1.8,3,78.67
2025-03-24T12:00:00,3/24/2025 19:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,208,10,61,142,110,,129,18,1,1009,69,26,0,3,75.33
2025-03-24T13:00:00,3/24/2025 20:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,237,10,62,121.7,130,,108,9,0,1009,73,25,0,3,72
2025-03-24T14:00:00,3/24/2025 21:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,114.2,33,101.3,73.3,,87,3,0.25,1010,78,24,0,3,75.67
2025-03-24T15:00:00,3/24/2025 22:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,166.3,19,81,55,,66,1,1,1010,83,23,0,3,79.33
2025-03-24T16:00:00,3/24/2025 23:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,139,168.9,19.7,72.3,52.3,,61.3,0,2,1010,85,22.5,0,2.66,83
2025-03-24T17:00:00,3/25/2025 0:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,131,171.4,20.3,63.7,49.7,,56.7,0,0,1009,88,22.1,0,2.33,88.33
2025-03-24T18:00:00,3/25/2025 1:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,173.9,21,55,47,,52,0,0,1009,90,21.6,0,2,93.67
2025-03-24T19:00:00,3/25/2025 2:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,130,180.9,21.7,51,49.3,,49,0,0,1008,90,21.3,0,1.66,99
2025-03-24T20:00:00,3/25/2025 3:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,136,187.9,22.3,47,51.7,,46,1,0,1008,90,20.9,0,1.33,121
2025-03-24T21:00:00,3/25/2025 4:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,142,194.9,23,43,54,,43,100,0.25,1007,90,20.6,0,1,68.33
2025-03-24T22:00:00,3/25/2025 5:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,154,183.6,21.7,46.7,61,,45.3,75,0.75,1008,92,20.6,0,0.66,53
2025-03-24T23:00:00,3/25/2025 6:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,164,172.4,20.3,50.3,68,,47.7,50,1.25,1008,93,20.5,0,0.33,50
2025-03-25T00:00:00,3/25/2025 7:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,173,161.1,19,54,75,,50,25,1.5,1009,95,20.5,0.7,1.6,47
2025-03-25T01:00:00,3/25/2025 8:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,147.7,16.7,67.3,81.3,,49,50,1.25,1009,91,21.2,1,0.33,44
2025-03-25T02:00:00,3/25/2025 9:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,134.2,14.3,80.7,86.3,,48,75,1,1009,88,21.9,1.7,0.66,46.33
