UTC Time,Local Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2025-01-02T04:00:00,2025-01-02 11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,68,144.3,6.5,81.0,28.5,20.0,44.15,75,0.0,1016,77,24.3,1.9,0.33
2025-01-02T05:00:00,2025-01-02 12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,101,121.8,5.0,85.0,44.4,35.5,35.35,75,0.0,1015,70,25.4,4.1,0.66
2025-01-02T06:00:00,2025-01-02 13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,99.2,3.5,89.0,32.5,26.0,26.5,75,0.0,1013,64,26.5,4.3,1.0
2025-01-02T07:00:00,2025-01-02 14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,56,98.8,3.5,89.3,18.0,14.5,26.0,58,0.0,1013,63,26.6,3.1,1.33
2025-01-02T08:00:00,2025-01-02 15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,77,98.4,3.5,89.7,30.65,24.5,25.5,41,0.0,1013,62,26.7,1.3,1.66
2025-01-02T09:00:00,2025-01-02 16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,73,98.0,3.5,90.0,28.15,22.5,25.0,25,0.0,1012,61,26.8,1.8,2.0
2025-01-02T10:00:00,2025-01-02 17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,74,120.4,4.65,83.7,30.0,23.25,26.65,35,0.0,1013,66,25.7,1.7,2.33
2025-01-02T11:00:00,2025-01-02 18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,142.8,5.85,77.3,29.5,24.75,28.35,45,0.0,1014,71,24.5,0.0,2.66
2025-01-02T12:00:00,2025-01-02 19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,76,165.2,7.0,71.0,30.0,24.0,30.0,56,0.0,1014,76,23.4,0.0,3.0
2025-01-02T13:00:00,2025-01-02 20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,71,176.6,7.0,70.7,27.0,21.5,30.35,66,0.0,1015,79,23.0,0.0,2.66
2025-01-02T14:00:00,2025-01-02 21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,81,188.1,7.0,70.3,28.35,26.16,30.65,77,0.0,1015,82,22.6,0.0,2.33
2025-01-02T15:00:00,2025-01-02 22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,199.6,7.0,70.0,27.5,27.25,31.0,87,0.0,1016,85,22.2,0.0,2.0
2025-01-02T16:00:00,2025-01-02 23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,180.1,6.5,73.7,25.5,25.5,31.65,83,0.0,1016,87,22.0,0.0,1.66
2025-01-02T17:00:00,2025-01-03 00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,160.7,6.0,77.3,27.5,25.25,32.35,79,0.0,1016,88,21.8,0.0,1.33
2025-01-02T18:00:00,2025-01-03 01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,141.2,5.5,81.0,26.5,24.75,33.0,75,0.0,1016,90,21.6,0.0,1.0
2025-01-02T19:00:00,2025-01-03 02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,137.9,5.35,75.0,24.0,19.0,32.85,62,0.0,1016,91,21.5,0.0,1.0
2025-01-02T20:00:00,2025-01-03 03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,77,134.6,5.15,69.0,24.5,24.5,32.65,50,0.0,1016,92,21.3,0.0,1.0
2025-01-02T21:00:00,2025-01-03 04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,96,131.3,5.0,63.0,41.9,33.5,32.5,37,0.0,1016,94,21.2,0.0,1.0
2025-01-02T22:00:00,2025-01-03 05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,255.5,18.65,44.2,27.5,27.5,34.0,45,0.0,1017,91,20.4,0.0,1.66
2025-01-02T23:00:00,2025-01-03 06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,42,379.8,32.35,25.3,10.0,10.0,35.5,54,0.0,1017,88,19.5,0.0,2.33
2025-01-03T00:00:00,2025-01-03 07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,59,504.0,46.0,6.5,26.0,15.75,37.0,62,0.0,1018,86,18.7,0.6,3.0
2025-01-03T01:00:00,2025-01-03 08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,74,403.0,34.5,6.5,33.5,23.0,39.5,75,0.0,1019,83,18.5,0.7,2.66
2025-01-03T02:00:00,2025-01-03 09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,369.3,36.0,7.2,15.0,12.0,37.0,87,0.0,1020,80,18.4,1.0,2.33
2025-01-03T03:00:00,2025-01-03 10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,77,302.0,31.0,7.6,49.0,24.5,37.0,100,0.0,1021,77,18.2,1.4,2.0
2025-01-03T04:00:00,2025-01-03 11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,259.7,22.65,25.0,19.0,17.25,42.85,95,0.0,1021,77,18.0,1.8,2.33
2025-01-03T05:00:00,2025-01-03 12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,68,217.4,14.35,42.5,25.0,20.0,48.65,91,0.0,1020,76,17.7,2.0,2.66
2025-01-03T06:00:00,2025-01-03 13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,52,175.1,6.0,60.0,12.5,12.5,54.5,87,0.0,1019,76,17.5,1.8,3.0
2025-01-03T07:00:00,2025-01-03 14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,57,177.8,6.5,60.7,15.0,15.0,58.35,87,0.0,1019,69,18.4,1.5,2.66
2025-01-03T08:00:00,2025-01-03 15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,46,180.5,7.0,61.3,14.0,11.0,62.15,87,0.0,1018,62,19.2,1.0,2.33
2025-01-03T09:00:00,2025-01-03 16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,64,183.3,7.5,62.0,23.15,18.5,66.0,87,0.0,1018,56,20.1,0.7,2.0
2025-01-03T10:00:00,2025-01-03 17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,208.3,9.15,53.7,19.0,17.5,67.85,87,0.0,1018,62,19.6,0.6,1.66
2025-01-03T11:00:00,2025-01-03 18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,71,233.4,10.85,45.3,27.0,21.5,69.65,87,0.0,1018,69,19.2,0.0,1.33
2025-01-03T12:00:00,2025-01-03 19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,258.5,12.5,37.0,39.5,33.0,71.5,87,0.0,1019,77,18.7,0.0,1.0
2025-01-03T13:00:00,2025-01-03 20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,267.7,12.35,35.7,71.9,57.5,69.15,91,0.0,1019,77,18.7,0.0,1.0
2025-01-03T14:00:00,2025-01-03 21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,276.8,12.15,34.3,43.0,34.5,66.85,95,0.0,1019,77,18.7,0.0,1.0
2025-01-03T15:00:00,2025-01-03 22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,286.0,12.0,33.0,74.4,59.5,64.5,100,0.0,1020,77,18.7,0.0,1.0
2025-01-03T16:00:00,2025-01-03 23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,94,270.8,11.35,33.0,32.5,32.5,60.15,100,0.0,1019,77,18.6,0.0,1.0
2025-01-03T17:00:00,2025-01-04 00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,255.6,10.65,33.0,33.0,33.0,55.85,100,0.0,1019,76,18.6,0.0,1.0
2025-01-03T18:00:00,2025-01-04 01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,97,240.4,10.0,33.0,37.0,34.0,51.5,100,0.0,1018,76,18.5,0.0,1.0
2025-01-03T19:00:00,2025-01-04 02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,85,228.6,9.5,33.7,29.5,28.5,51.15,100,0.0,1018,76,18.4,0.0,0.66
2025-01-03T20:00:00,2025-01-04 03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,103,216.7,9.0,34.3,45.5,36.5,50.85,100,0.0,1018,76,18.3,0.0,0.33
2025-01-03T21:00:00,2025-01-04 04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,92,204.8,8.5,35.0,39.4,31.5,50.5,100,0.0,1017,76,18.2,0.0,1.2
2025-01-03T22:00:00,2025-01-04 05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,92,10.0,28.5,4.4,32.0,31.5,31.0,100,0.0,1018,73,18.2,0.0,0.8
2025-01-03T23:00:00,2025-01-04 06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,222.7,9.85,34.3,30.0,26.75,53.15,100,0.0,1018,70,18.2,0.0,1.2
2025-01-04T00:00:00,2025-01-04 07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,76,231.7,10.5,34.0,24.0,24.0,54.5,100,0.0,1019,68,18.2,0.7,1.6
2025-01-04T01:00:00,2025-01-04 08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,85,220.0,10.0,40.3,35.65,28.5,61.85,100,0.0,1020,67,18.8,1.0,1.0
2025-01-04T02:00:00,2025-01-04 09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,208.3,9.5,46.7,26.5,25.25,69.15,100,0.0,1020,66,19.4,1.3,2.0
2025-01-04T03:00:00,2025-01-04 10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,196.7,9.0,53.0,25.5,17.5,76.5,100,0.0,1021,66,20.0,1.8,3.0
2025-01-04T04:00:00,2025-01-04 11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,198.2,8.35,60.0,37.5,32.25,74.85,100,0.0,1020,64,20.2,1.8,2.0
2025-01-04T05:00:00,2025-01-04 12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,105,199.8,7.65,67.0,42.0,37.0,73.15,100,0.0,1018,63,20.4,2.0,1.0
2025-01-04T06:00:00,2025-01-04 13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,88,201.3,7.0,74.0,29.5,29.5,71.5,100,0.0,1017,61,20.6,1.8,1.6
2025-01-04T07:00:00,2025-01-04 14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,81,204.3,7.15,79.3,26.5,26.5,68.65,100,0.0,1017,63,20.6,1.5,0.66
2025-01-04T08:00:00,2025-01-04 15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,97,302.0,38.5,4.3,51.5,34.0,21.0,100,0.0,1016,64,20.5,1.0,1.33
2025-01-04T09:00:00,2025-01-04 16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,67,210.1,7.5,90.0,29.0,19.5,63.0,100,0.0,1016,66,20.5,0.7,2.0
2025-01-04T10:00:00,2025-01-04 17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,151,302.0,34.5,5.4,76.0,55.75,21.0,100,0.0,1016,69,20.2,0.9,1.33
2025-01-04T11:00:00,2025-01-04 18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,403.0,34.5,5.4,82.25,57.75,21.0,100,0.0,1016,71,19.9,0.0,0.66
2025-01-04T12:00:00,2025-01-04 19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,149,504.0,38.5,6.5,78.75,55.0,21.0,100,0.0,1017,74,19.6,0.0,3.2
2025-01-04T13:00:00,2025-01-04 20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,504.0,38.5,5.4,69.5,48.75,21.0,100,0.0,1017,77,19.6,0.0,3.2
2025-01-04T14:00:00,2025-01-04 21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,122,101.0,69.5,7.6,61.75,44.0,55.0,100,0.0,1017,79,19.5,0.0,2.4
2025-01-04T15:00:00,2025-01-04 22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,85,246.3,7.0,97.0,35.5,28.5,51.5,100,0.0,1017,82,19.5,0.0,2.0
2025-01-04T16:00:00,2025-01-04 23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,605.0,58.0,9.7,83.0,54.5,37.0,100,0.0,1017,84,19.4,0.0,2.0
2025-01-04T17:00:00,2025-01-05 00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,120,504.0,58.0,9.7,58.25,43.25,37.0,100,0.0,1017,86,19.3,0.0,2.0
2025-01-04T18:00:00,2025-01-05 01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,504.0,54.0,8.6,58.75,44.25,37.0,100,0.0,1017,88,19.2,0.0,1.6
2025-01-04T19:00:00,2025-01-05 02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,118,403.0,50.0,9.7,56.5,42.25,37.0,100,0.0,1016,88,19.2,0.0,1.2
2025-01-04T20:00:00,2025-01-05 03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,128,403.0,54.0,7.6,62.25,46.5,37.0,100,0.0,1016,89,19.1,0.0,1.2
2025-01-04T21:00:00,2025-01-05 04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,203.1,6.0,76.0,39.0,31.0,40.0,100,0.0,1016,89,19.1,0.0,1.2
2025-01-04T22:00:00,2025-01-05 05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,403.0,27.0,13.0,81.0,58.5,34.0,100,0.0,1016,90,19.1,0.0,0.8
2025-01-04T23:00:00,2025-01-05 06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,403.0,34.5,4.3,84.0,69.5,21.0,100,0.0,1017,92,19.0,0.0,1.2
2025-01-05T00:00:00,2025-01-05 07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,504.0,38.5,4.3,81.0,66.0,21.0,100,0.0,1017,93,19.0,0.6,1.2
2025-01-05T01:00:00,2025-01-05 08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,504.0,38.5,4.3,85.25,69.25,21.0,100,0.0,1018,91,19.6,0.7,0.8
2025-01-05T02:00:00,2025-01-05 09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,312.3,18.5,48.8,58.0,58.0,43.65,100,0.0,1018,88,20.1,1.0,0.8
2025-01-05T03:00:00,2025-01-05 10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,135,216.5,8.5,71.0,49.5,49.5,55.0,100,0.0,1018,85,20.7,1.4,0.8
2025-01-05T04:00:00,2025-01-05 11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,144,203.5,7.35,80.7,53.15,53.16,51.35,87,0.0,1017,81,21.5,1.8,0.4
2025-01-05T05:00:00,2025-01-05 12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,190.4,6.15,90.3,84.5,79.5,47.65,75,0.0,1016,76,22.3,2.0,0.4
2025-01-05T06:00:00,2025-01-05 13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,154,177.4,5.0,100.0,60.5,60.5,44.0,62,0.0,1015,73,23.1,1.8,0.8
2025-01-05T07:00:00,2025-01-05 14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,135,170.2,4.65,102.7,49.5,49.5,40.0,62,0.0,1015,70,23.7,1.5,0.8
2025-01-05T08:00:00,2025-01-05 15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,163.0,4.35,105.3,34.5,34.5,36.0,62,0.0,1014,68,24.4,1.0,1.2
2025-01-05T09:00:00,2025-01-05 16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,155.8,4.0,108.0,36.5,29.0,32.0,62,0.0,1014,65,25.0,0.9,1.2
2025-01-05T10:00:00,2025-01-05 17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,159,439.9,41.15,73.1,89.4,71.5,32.65,75,0.0,1015,70,23.8,0.7,1.2
2025-01-05T11:00:00,2025-01-05 18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,723.9,78.35,38.2,64.5,64.5,33.35,87,0.0,1015,76,22.7,0.0,2.0
2025-01-05T12:00:00,2025-01-05 19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,1008.0,115.5,3.2,83.75,66.0,34.0,100,0.0,1016,82,21.5,0.0,2.8
2025-01-05T13:00:00,2025-01-05 20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,735.2,78.85,26.8,29.0,29.0,30.65,100,0.0,1016,84,21.4,0.0,0.33
2025-01-05T14:00:00,2025-01-05 21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,462.4,42.15,50.4,27.0,27.0,27.35,100,0.0,1017,87,21.3,0.0,0.66
2025-01-05T15:00:00,2025-01-05 22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,189.7,5.5,74.0,25.5,25.5,24.0,100,0.0,1017,90,21.2,0.0,1.0
2025-01-05T16:00:00,2025-01-05 23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,190.3,5.85,69.3,25.35,25.34,24.35,100,0.0,1017,90,21.1,0.0,0.66
2025-01-05T17:00:00,2025-01-06 00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,155,403.0,50.0,10.8,95.0,62.5,31.5,100,0.0,1017,91,21.1,0.0,0.33
2025-01-05T18:00:00,2025-01-06 01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,191.4,6.5,60.0,25.0,25.0,25.0,100,0.0,1017,92,21.0,0.0,1.6
2025-01-05T19:00:00,2025-01-06 02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,81,186.9,6.65,58.7,26.5,26.5,26.15,100,0.0,1017,92,20.7,0.0,1.2
2025-01-05T20:00:00,2025-01-06 03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,182.5,6.85,57.3,25.0,25.0,27.35,100,0.0,1017,92,20.3,0.0,1.6
2025-01-05T21:00:00,2025-01-06 04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,178.0,7.0,56.0,29.0,29.0,28.5,100,0.0,1017,92,20.0,0.0,1.2
2025-01-05T22:00:00,2025-01-06 05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,97,185.4,7.65,54.0,34.0,34.0,30.85,100,0.0,1017,91,19.9,0.0,0.33
2025-01-05T23:00:00,2025-01-06 06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,116,192.8,8.35,52.0,41.5,41.5,33.15,100,0.0,1018,90,19.8,0.0,0.66
2025-01-06T00:00:00,2025-01-06 07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,122,200.2,9.0,50.0,44.0,44.0,35.5,100,0.0,1019,89,19.7,0.6,1.0
2025-01-06T01:00:00,2025-01-06 08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,180.9,8.15,56.7,32.0,32.0,41.35,100,0.0,1019,88,20.4,0.7,1.0
2025-01-06T02:00:00,2025-01-06 09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,89,161.7,7.35,63.3,30.0,30.0,47.15,100,0.0,1020,86,21.0,1.0,1.0
2025-01-06T03:00:00,2025-01-06 10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,142.4,6.5,70.0,24.0,19.0,53.0,100,0.0,1020,84,21.7,1.4,1.0
2025-01-06T04:00:00,2025-01-06 11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,169,136.0,6.0,75.3,113.75,91.0,51.85,91,0.0,1019,78,22.7,1.8,1.0
2025-01-06T05:00:00,2025-01-06 12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,160,129.6,5.5,80.7,91.25,73.0,50.65,83,0.0,1018,72,23.7,2.1,1.0
2025-01-06T06:00:00,2025-01-06 13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,123.1,5.0,86.0,25.5,25.5,49.5,75,0.0,1016,67,24.7,2.3,1.0
2025-01-06T07:00:00,2025-01-06 14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,77,122.9,5.0,88.0,24.5,24.5,47.65,79,0.25,1016,63,24.9,2.8,1.0
2025-01-06T08:00:00,2025-01-06 15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,76,122.8,5.0,90.0,24.0,24.0,45.85,83,0.5,1016,60,25.0,1.8,1.0
2025-01-06T09:00:00,2025-01-06 16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,84,122.6,5.0,92.0,28.0,28.0,44.0,87,1.25,1015,57,25.2,1.4,1.0
2025-01-06T10:00:00,2025-01-06 17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,88,139.3,6.15,84.0,37.0,29.5,42.5,87,1.0,1016,62,24.5,1.0,1.0
