Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
1/1/2025 7:00,2025-01-01T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,493.7,43,7,153,153,71,100,0,1018,97,13.2,0.6,0.8
1/1/2025 8:00,2025-01-01T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,190,1310,15,2.2,216,190,32,9,0,1018,97,13.2,2.2,0.8
1/1/2025 9:00,2025-01-01T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,1310,15,3.2,216,187,32,1,0,1018,81,16.9,3.3,1.2
1/1/2025 10:00,2025-01-01T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,183,1310,15,10.8,216,183,32,2,0,1019,75,18.8,4.6,1.2
1/1/2025 11:00,2025-01-01T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,174,1175.7,15,15.5,210.7,174,32,1,0,1017,61,20.5,5.8,0.8
1/1/2025 12:00,2025-01-01T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,169,806,15,27,210,169,32,1,0,1016,51,22.1,6.3,0.4
1/1/2025 13:00,2025-01-01T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,907,15,24.9,200,156,32,1,0,1015,42,23.8,5.8,0
1/1/2025 14:00,2025-01-01T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,256,605,8,34.6,174,135,32,0,0,1014,44,23.9,4.7,0.66
1/1/2025 15:00,2025-01-01T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,256,806,8,34.6,142,135,26,0,0,1013,45,24,3.3,1.33
1/1/2025 16:00,2025-01-01T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,179,222.4,14,174,77,77,193,1,0,1013,47,24.1,2.3,2
1/1/2025 17:00,2025-01-01T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,907,15,27,124,93,26,0,0,1013,53,22.3,2,1.33
1/1/2025 18:00,2025-01-01T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,255,331.3,31.3,116.7,134.3,134.33,177.7,1,0,1013,60,20.6,0,0.66
1/1/2025 19:00,2025-01-01T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,385.8,40,88,163,163,170,0,0,1014,67,18.8,0,2
1/1/2025 20:00,2025-01-01T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,272,364.2,34,87,147,147,146.3,1,0,1015,71,18.6,0,1
1/1/2025 21:00,2025-01-01T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,342.6,28,86,131,131,122.7,0,0,1015,75,18.4,0,2
1/1/2025 22:00,2025-01-01T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,229,321,22,85,115,115,99,1,0,1016,80,18.2,0,3
1/1/2025 23:00,2025-01-01T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,222,323.5,20.7,83,109.7,109.67,92.7,2,0,1016,83,17.8,0,2
1/2/2025 0:00,2025-01-01T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,215,326,19.3,81,104.3,104.33,86.3,6,0,1016,86,17.3,0,1
1/2/2025 1:00,2025-01-01T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,208,328.6,18,79,99,99,80,2,0,1016,90,16.9,0,1.6
1/2/2025 2:00,2025-01-01T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,223,352.7,19.7,66.7,110.3,110,79,3,0,1016,92,16.3,0,1.2
1/2/2025 3:00,2025-01-01T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,237,376.8,21.3,54.3,121.7,121,78,6,0,1016,93,15.8,0,1.6
1/2/2025 4:00,2025-01-01T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,252,400.9,23,42,133,132,77,4,0,1016,95,15.2,0,1.6
1/2/2025 5:00,2025-01-01T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,536,20.3,28.7,174,158,62,71,0,1017,95,15.1,0,1.2
1/2/2025 6:00,2025-01-01T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,184,671,17.7,15.4,215,184,47,73,0,1017,95,14.9,0,1.2
1/2/2025 7:00,2025-01-02T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,210,806,15,2.2,256,210,32,80,0,1018,95,14.8,0.9,0.8
1/2/2025 8:00,2025-01-02T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,212,1109,15,2.2,258,212,32,62,0,1018,85,16.9,1.3,0.4
1/2/2025 9:00,2025-01-02T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,216,1411,15,7.6,262,216,32,10,0,1019,76,19.1,3.1,0.8
1/2/2025 10:00,2025-01-02T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,197,249.2,12,151,91,91,184,12,0,1019,68,21.2,4.3,0.8
1/2/2025 11:00,2025-01-02T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,206,907,8,25.9,248,206,32,10,0,1018,60,22.3,5.4,0.8
1/2/2025 12:00,2025-01-02T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,181,907,15,33.5,216,181,32,7,0,1017,52,23.5,6,0.4
1/2/2025 13:00,2025-01-02T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,200.8,7,203,68,67,167,87,0,1016,45,24.6,5.7,0.4
1/2/2025 14:00,2025-01-02T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,166,199.6,8.3,195.7,68.7,67.67,153.3,83,0,1016,45,24.6,4.5,0.33
1/2/2025 15:00,2025-01-02T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,198.4,9.7,188.3,69.3,68.33,139.7,79,0,1015,45,24.5,3.2,0.66
1/2/2025 16:00,2025-01-02T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,197.3,11,181,70,69,126,75,0,1015,45,24.5,2.3,1
1/2/2025 17:00,2025-01-02T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,202,702.8,12.3,122.5,100.7,94.67,94.7,79,0,1016,51,22.9,1.9,0.66
1/2/2025 18:00,2025-01-02T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,1411,15,15.1,124,101,32,83,0,1016,58,21.3,0,0.33
1/2/2025 19:00,2025-01-02T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,270,1714,15,5.4,162,146,32,87,0,1017,66,19.7,0,2.4
1/2/2025 20:00,2025-01-02T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,186,2218,8,1.1,212,186,32,87,0,1017,68,19.6,0,1.2
1/2/2025 21:00,2025-01-02T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,190,1982.7,15,2.5,215.3,190,32,87,0,1018,69,19.5,0,0.4
1/2/2025 22:00,2025-01-02T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,212,2117,15,1.1,242,212,32,87,0,1019,71,19.4,0,1.2
1/2/2025 23:00,2025-01-02T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,1210,15,2.2,246,221,32,91,0,1019,74,18.9,0,1.6
1/3/2025 0:00,2025-01-02T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,184,1210,8,3.2,216,184,32,95,0,1019,77,18.5,0,1.2
1/3/2025 1:00,2025-01-02T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,1210,15,5.4,192,158,32,100,0,1019,80,18,0,1.2
1/3/2025 2:00,2025-01-02T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,1210,15,3.2,174,139,32,79,0,1019,82,17.3,0,1.6
1/3/2025 3:00,2025-01-02T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,1142.7,15,3.2,174.7,138.67,32,58,0,1019,85,16.5,0,1.6
1/3/2025 4:00,2025-01-02T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,248,1109,15,2.2,166,129,32,37,0,1019,89,15.8,0,2
1/3/2025 5:00,2025-01-02T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,255,1142.7,15,2.2,169.3,134.67,32,33,0,1019,90,15.6,0,1.6
1/3/2025 6:00,2025-01-02T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,263,1176.3,15,2.2,172.7,140.33,32,29,0,1020,92,15.4,0,2
1/3/2025 7:00,2025-01-03T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,270,1210,15,2.2,176,146,32,25,0,1021,94,15.2,1.8,2.4
1/3/2025 8:00,2025-01-03T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,1411,8,2.2,196,163,32,5,0,1021,82,17.4,2.3,0.66
1/3/2025 9:00,2025-01-03T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,1008,15,6.5,194.7,165.33,32,2,0,1021,72,19.6,3.3,1.33
1/3/2025 10:00,2025-01-03T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,175,907,15,8.6,204,175,32,0,0,1022,63,21.8,4.7,2
1/3/2025 11:00,2025-01-03T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,806,15,25.9,194,168,32,0,0,1020,54,22.9,5.9,1.66
1/3/2025 12:00,2025-01-03T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,605,8,37.8,176,156,32,0,0,1019,47,24.1,6.4,1.33
1/3/2025 13:00,2025-01-03T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,605,15,44.3,140,131,32,0,0,1018,40,25.2,5.9,1
1/3/2025 14:00,2025-01-03T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,215,458.6,12.3,81.9,110.7,104.33,57.7,0,0,1017,39,25.4,4.7,0.66
1/3/2025 15:00,2025-01-03T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,203,706,8,24.9,114,95,32,7,0,1017,38,25.5,3.2,0.33
1/3/2025 16:00,2025-01-03T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,142,165.7,7,157,52,51,109,12,0,1016,37,25.7,2.2,0.8
1/3/2025 17:00,2025-01-03T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,137,806,15,19.5,62,49,32,26,0,1016,44,23.6,1.7,1.2
1/3/2025 18:00,2025-01-03T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,173,20,8,4.4,91.3,73,16,19,0,1016,52,21.6,0,2
1/3/2025 19:00,2025-01-03T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,40,4,0.5,103.8,83,16,10,0,1016,63,19.5,0,1.6
1/3/2025 20:00,2025-01-03T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,30,4,0.8,134.6,107.67,16,6,0,1017,64,19.2,0,0.66
1/3/2025 21:00,2025-01-03T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,40,8,1,156.3,125,19,10,0,1018,65,18.8,0,1.33
1/3/2025 22:00,2025-01-03T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,10,4,1.4,196.3,157,16,6,0,1018,66,18.5,0,2
1/3/2025 23:00,2025-01-03T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,267,113.3,10.7,11.9,169.8,143.67,33,5,0,1018,69,18.2,0,1.66
1/4/2025 0:00,2025-01-03T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,216.5,17.3,22.5,143.4,130.33,50,5,0,1018,71,17.8,0,1.33
1/4/2025 1:00,2025-01-03T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,232,319.8,24,33,117,117,67,5,0,1018,73,17.5,0,1
1/4/2025 2:00,2025-01-03T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,238,327.8,25.7,27.7,121.3,121.33,68,1,0,1017,77,16.6,0,0.66
1/4/2025 3:00,2025-01-03T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,243,335.8,27.3,22.3,125.7,125.67,69,4,0,1017,82,15.7,0,0.33
1/4/2025 4:00,2025-01-03T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,249,343.7,29,17,130,130,70,2,0,1017,86,14.8,0,0.8
1/4/2025 5:00,2025-01-03T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,341,28,17.7,139,138.67,65.7,3,0,1017,89,14.2,0,0.8
1/4/2025 6:00,2025-01-03T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,272,338.3,27,18.3,148,147.33,61.3,9,0,1018,92,13.6,0,0.8
1/4/2025 7:00,2025-01-04T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,335.6,26,19,157,156,57,7,0,1019,94,13,1.9,1.6
1/4/2025 8:00,2025-01-04T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,164,227,20,14.3,179.3,163.67,43.3,7,0,1019,78,15.7,2.2,1.2
1/4/2025 9:00,2025-01-04T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,10,8,1,191.3,153,16,7,0,1020,66,18.5,3.1,1.6
1/4/2025 10:00,2025-01-04T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,179,10,8,4.9,223.8,179,16,8,0,1020,55,21.2,4.4,2.4
1/4/2025 11:00,2025-01-04T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,1210,8,9.7,188,172,32,6,0,1019,54,21.9,5.6,0.66
1/4/2025 12:00,2025-01-04T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,1210,15,18.4,182,165,32,28,0,1018,52,22.5,5.1,1.33
1/4/2025 13:00,2025-01-04T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,151,1210,8,16.2,166,151,32,80,0,1017,51,23.2,2.7,2
1/4/2025 14:00,2025-01-04T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,234,861.5,8.7,62.5,128.7,118.33,50,96,0,1016,50,23.4,1.6,1.33
1/4/2025 15:00,2025-01-04T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,240,907,8,22.7,138,123,32,100,0,1015,49,23.6,1,0.66
1/4/2025 16:00,2025-01-04T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,164.6,10,155,54,53,86,98,0,1014,48,23.8,0.8,2.8
1/4/2025 17:00,2025-01-04T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,183.8,14,136,61.7,60.67,90.7,91,0,1015,52,22.5,0.8,2.4
1/4/2025 18:00,2025-01-04T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,203.1,18,117,69.3,68.33,95.3,88,0,1016,55,21.3,0,2.8
1/4/2025 19:00,2025-01-04T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,222.4,22,98,77,76,100,73,0,1017,59,20,0,3.6
1/4/2025 20:00,2025-01-04T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,171,218.7,20,97,72.3,71.33,104.7,46,0,1018,66,19.2,0,3.6
1/4/2025 21:00,2025-01-04T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,215,18,96,67.7,66.67,109.3,25,0,1019,73,18.4,0,2.8
1/4/2025 22:00,2025-01-04T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,159,211.3,16,95,63,62,114,87,0,1020,80,17.6,0,1.6
1/4/2025 23:00,2025-01-04T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,212.2,15,91,67.7,67,107.7,23,0,1020,83,17.3,0,0.33
1/5/2025 0:00,2025-01-04T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,213.2,14,87,72.3,72,101.3,28,0,1020,86,16.9,0,0.66
1/5/2025 1:00,2025-01-04T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,179,214.2,13,83,77,77,95,30,0.25,1020,89,16.6,0,1
1/5/2025 2:00,2025-01-04T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,185,146.1,10,56.7,89.3,81.67,68.7,40,0.25,1021,90,16.3,0,0.83
1/5/2025 3:00,2025-01-04T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,191,78.1,7,30.3,101.5,86.33,42.3,48,0,1021,91,16,0,0.66
1/5/2025 4:00,2025-01-04T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,197,10,4,4,113.8,91,16,63,0,1021,91,15.7,0,0.5
1/5/2025 5:00,2025-01-04T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,113.5,10.7,15,107.8,92.67,41.7,86,0,1021,92,15.4,0,0.33
1/5/2025 6:00,2025-01-04T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,202,216.9,17.3,26,101.9,94.33,67.3,89,0,1022,93,15.1,0,0.16
1/5/2025 7:00,2025-01-05T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,204,320.4,24,37,96,96,93,87,0,1022,94,14.8,1.6,2
1/5/2025 8:00,2025-01-05T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,195,297.1,18.7,67,89.7,89.33,112,14,0,1022,84,16.5,2.1,0.66
1/5/2025 9:00,2025-01-05T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,186,273.7,13.3,97,83.3,82.67,131,4,0,1022,75,18.1,3.2,1.33
1/5/2025 10:00,2025-01-05T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,250.4,8,127,77,76,150,2,0,1022,67,19.8,4.6,2
1/5/2025 11:00,2025-01-05T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,199,334.9,8,96.9,102,92.33,110.7,0,0,1021,53,21.2,5.9,1.33
1/5/2025 12:00,2025-01-05T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,419.5,8,66.8,127,108.67,71.3,0,0,1019,43,22.6,6.4,0.66
1/5/2025 13:00,2025-01-05T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,504,8,36.8,152,125,32,1,0,1018,34,24,5.9,1.6
1/5/2025 14:00,2025-01-05T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,228,339.3,6.7,30.5,140.1,114.33,26,0,0,1017,35,24.2,4.8,0.33
1/5/2025 15:00,2025-01-05T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,10,8,18.5,116.3,93,16,1,0,1016,36,24.3,3.4,0.66
1/5/2025 16:00,2025-01-05T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,10,4,18.1,116.3,93,14,2,0,1015,37,24.5,2.4,1
1/5/2025 17:00,2025-01-05T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,203,10,4,11.9,118.8,95,16,0,0,1016,45,22.3,2,0.66
1/5/2025 18:00,2025-01-05T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,189,20,8,1.4,106.3,85,16,0,0,1016,53,20.1,0,0.33
1/5/2025 19:00,2025-01-05T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,264,442.4,45,88,141,141,191,0,0,1016,64,17.9,0,2
1/5/2025 20:00,2025-01-05T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,227,2822,15,1.1,132,113,32,0,0,1017,69,17.1,0,0.66
1/5/2025 21:00,2025-01-05T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,155,30,8,1,193.8,155,16,0,0,1017,75,16.2,0,1.33
1/5/2025 22:00,2025-01-05T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,188,529.9,44,47,189,188,167,1,0,1017,81,15.4,0,2
1/5/2025 23:00,2025-01-05T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,166,20,8,1.8,207.5,166,16,1,0,1017,79,15.8,0,2
1/6/2025 0:00,2025-01-05T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,265,431.1,26.7,59,142.3,142,121.7,2,0,1017,77,16.2,0,2
1/6/2025 1:00,2025-01-05T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,235,381.7,18,65,119,119,99,1,0,1017,76,16.6,0,2
1/6/2025 2:00,2025-01-05T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,234,380.1,17.7,62,118.7,118.33,95,1,0,1017,76,16.5,0,2
1/6/2025 3:00,2025-01-05T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,233,378.6,17.3,59,118.3,117.67,91,0,0,1017,77,16.3,0,2
1/6/2025 4:00,2025-01-05T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,232,377,17,56,118,117,87,1,0,1017,77,16.2,0,2
1/6/2025 5:00,2025-01-05T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,247,401.9,19.3,48,129.7,128.67,87.3,0,0,1017,82,15.4,0,1.33
1/6/2025 6:00,2025-01-05T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,263,426.8,21.7,40,141.3,140.33,87.7,1,0,1018,87,14.6,0,0.66
1/6/2025 7:00,2025-01-06T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,451.7,24,32,153,152,88,1,0,1018,93,13.8,2,1.2
1/6/2025 8:00,2025-01-06T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,397.4,20,66,140,139,106.7,1,0,1019,83,15.7,2.3,0.33
1/6/2025 9:00,2025-01-06T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,160,20,4,1,200,160,16,2,0,1019,74,17.7,3.3,0.66
1/6/2025 10:00,2025-01-06T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,227,288.9,12,134,114,113,144,1,0,1020,66,19.6,4.6,1
1/6/2025 11:00,2025-01-06T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,214,273.5,10.7,153,104.3,103.33,140.3,0,0,1018,59,20.9,5.9,1
1/6/2025 12:00,2025-01-06T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,201,258.1,9.3,172,94.7,93.67,136.7,0,0,1017,52,22.1,6.4,1
1/6/2025 13:00,2025-01-06T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,188,242.8,8,191,85,84,133,5,0,1016,47,23.4,5.8,1
1/6/2025 14:00,2025-01-06T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,243.8,8.7,193.7,84.3,83.33,129.7,9,0,1015,46,23.6,4.5,1
1/6/2025 15:00,2025-01-06T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,186,244.7,9.3,196.3,83.7,82.67,126.3,16,0,1014,45,23.8,3,1
1/6/2025 16:00,2025-01-06T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,185,245.7,10,199,83,82,123,14,0,1014,45,24,2.2,1
1/6/2025 17:00,2025-01-06T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,204,170.5,8,134.4,107.4,96.33,87.3,0,0,1014,48,22.7,2,0.66
1/6/2025 18:00,2025-01-06T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,223,95.2,6,69.9,131.8,110.67,51.7,0,0,1015,52,21.3,0,0.33
1/6/2025 19:00,2025-01-06T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,20,4,5.3,156.3,125,16,0,0,1015,56,20,0,2.8
1/6/2025 20:00,2025-01-06T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,270,20,4,1.4,182.5,146,16,0,0,1015,63,19.2,0,3.2
1/6/2025 21:00,2025-01-06T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,272,12.7,78.4,117.4,107,91.3,0,0,1016,72,18.4,0,3.2
1/6/2025 22:00,2025-01-06T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,207,398,17,115,98,98,129,0,0,1016,81,17.6,0,2.4
1/6/2025 23:00,2025-01-06T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,207,400.7,15.7,111.3,98.3,98.33,126.7,0,0,1016,83,17.3,0,0.33
1/7/2025 0:00,2025-01-06T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,208,403.5,14.3,107.7,98.7,98.67,124.3,0,0,1016,86,16.9,0,0.66
1/7/2025 1:00,2025-01-06T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,208,406.2,13,104,99,99,122,0,0,1016,89,16.6,0,1
1/7/2025 2:00,2025-01-06T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,422.1,14,94.7,109,108.67,118,0,0,1015,90,16.4,0,1
1/7/2025 3:00,2025-01-06T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,234,438.1,15,85.3,119,118.33,114,69,0,1015,91,16.2,0,1
1/7/2025 4:00,2025-01-06T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,246,454,16,76,129,128,110,62,0,1015,93,16,0,1
1/7/2025 5:00,2025-01-06T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,248,459.9,17,71.7,130,129.33,106.3,50,0,1016,89,16.1,0,0.66
1/7/2025 6:00,2025-01-06T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,465.7,18,67.3,131,130.67,102.7,37,0,1016,85,16.3,0,0.33
1/7/2025 7:00,2025-01-07T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,252,471.5,19,63,132,132,99,25,0,1017,81,16.4,0.6,0.8
1/7/2025 8:00,2025-01-07T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,1411,15,2.2,212,167,32,50,0,1017,78,17.5,0.8,0.66
1/7/2025 9:00,2025-01-07T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,190,20,8,1.4,237.5,190,16,75,0,1018,75,18.6,1.3,1.33
1/7/2025 10:00,2025-01-07T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,209,10,8,2.7,261.3,209,16,100,0,1019,72,19.7,1.8,2
1/7/2025 11:00,2025-01-07T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,195,342.7,8,8.3,235.5,195,21.3,95,0,1018,69,20.4,2.2,2
1/7/2025 12:00,2025-01-07T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,188,1210,8,5.4,220,188,32,91,0,1017,66,21,3.3,2
