Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
6/8/2025 19:00,2025-06-08T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,152,130.7,19,88,58,57,53,87,0,1003,88,28.2,0,2
6/8/2025 20:00,2025-06-08T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,154,133.8,19.7,80.7,59.3,58.33,55.3,75,0,1004,87,27.8,0,2
6/8/2025 21:00,2025-06-08T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,137,20.3,73.3,60.7,59.67,57.7,62,0.25,1005,86,27.5,0,2
6/8/2025 22:00,2025-06-08T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,140.1,21,66,62,61,60,62,0,1004,88,27.4,0,2
6/8/2025 23:00,2025-06-08T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,137.7,21,67,40,32,55.3,62,0.5,1004,90,27.3,0,2
6/9/2025 0:00,2025-06-08T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,135.4,21,68,38.8,31,50.7,62,1.25,1004,92,27.2,0,2
6/9/2025 1:00,2025-06-08T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,133.1,21,69,41.3,33,46,75,2.5,1003,91,26.8,0,1.33
6/9/2025 2:00,2025-06-08T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,141.2,22.7,61,41.3,33,48.7,87,1.5,1003,91,26.4,0,0.66
6/9/2025 3:00,2025-06-08T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,94,149.4,24.3,53,40.4,32.33,51.3,100,1.25,1003,91,26,0,1.6
6/9/2025 4:00,2025-06-08T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,157.6,26,45,40,32,54,100,0.75,1003,92,26.1,0,2
6/9/2025 5:00,2025-06-08T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,67,10,32,45.3,25,20,59,100,0.75,1004,93,26.1,0.6,1.6
6/9/2025 6:00,2025-06-08T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,10,23,45.7,31,27,64,100,0.25,1004,94,26.2,0.8,1.6
6/9/2025 7:00,2025-06-09T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,143,22,46,48.8,39,69,91,0,1005,87,27.3,1.3,1.2
6/9/2025 8:00,2025-06-09T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,135,21,65.7,48.8,39,82.7,83,0,1005,80,28.4,2.1,0.8
6/9/2025 9:00,2025-06-09T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,127,20,85.3,51.3,41,96.3,75,0,1005,74,29.5,3,0.8
6/9/2025 10:00,2025-06-09T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,118,119.1,19,105,52.5,42,110,79,0,1004,71,30.4,3.5,0.8
6/9/2025 11:00,2025-06-09T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,107,121.6,17,121.7,47.5,38,103.7,83,0,1004,67,31.3,3.8,0.4
6/9/2025 12:00,2025-06-09T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,114,124.1,15,138.3,44.2,40.67,97.3,87,0,1003,64,32.2,3.5,0.8
6/9/2025 13:00,2025-06-09T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,112,126.6,13,155,40,40,91,79,0,1002,64,32.4,2.8,0.66
6/9/2025 14:00,2025-06-09T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,101,10,70,164.3,22,16,93.7,70,0,1001,63,32.5,2,1.33
6/9/2025 15:00,2025-06-09T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,104,132.9,12.3,173.7,27.5,22,96.3,62,0,1000,62,32.7,1.2,2
6/9/2025 16:00,2025-06-09T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,131,136,12,183,48,47,99,70,0,1001,64,32.1,0.8,1.66
6/9/2025 17:00,2025-06-09T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,10,74,155.7,35,29,107.3,79,0,1001,66,31.6,0.6,1.33
6/9/2025 18:00,2025-06-09T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,137,10,79,128.3,64,49,115.7,87,0,1002,68,31,0,1
6/9/2025 19:00,2025-06-09T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,193.8,31,101,69,69,124,66,0,1002,72,30.5,0,0.66
6/9/2025 20:00,2025-06-09T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,159,202.9,34,83.7,66.4,62.33,120.3,45,0,1003,75,30,0,0.33
6/9/2025 21:00,2025-06-09T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,150,212,37,66.3,63.8,55.67,116.7,25,0,1003,79,29.5,0,1.2
6/9/2025 22:00,2025-06-09T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,137,221.2,40,49,61.3,49,113,45,0,1003,81,29.2,0,1.2
6/9/2025 23:00,2025-06-09T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,214.8,47.3,40.2,68.8,55,93,66,0,1003,84,29,0,1.2
6/10/2025 0:00,2025-06-09T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,126,208.4,54.7,31.5,56.3,45,73,87,0,1003,86,28.7,0,0.8
6/10/2025 1:00,2025-06-09T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,202,62,22.7,72,35,53,91,0,1003,88,28.1,0,0.33
6/10/2025 2:00,2025-06-09T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,104,10,52,26.8,46.3,37,61.3,95,0,1003,89,27.6,0,0.66
6/10/2025 3:00,2025-06-09T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,183.7,42,30.9,52.3,34.33,69.7,100,0,1003,91,27,0,1
6/10/2025 4:00,2025-06-09T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,174.5,32,35,42.5,34,78,100,0.75,1003,91,26.8,0,1
6/10/2025 5:00,2025-06-09T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,160.5,27.3,43,38.8,31,74.3,100,1,1004,91,26.7,0.6,1
6/10/2025 6:00,2025-06-09T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,103,146.5,22.7,51,39.5,36.67,70.7,100,0.75,1005,92,26.5,0.8,1
6/10/2025 7:00,2025-06-10T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,107,132.5,18,59,38,38,67,91,0.5,1005,88,27.1,1.3,1.33
6/10/2025 8:00,2025-06-10T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,97,131.3,14.7,85.3,35.8,33.67,75,83,0.5,1005,84,27.6,2.1,1.66
6/10/2025 9:00,2025-06-10T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,130.1,11.3,111.7,33.5,29.33,83,75,0.25,1006,80,28.2,2.9,2
6/10/2025 10:00,2025-06-10T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,129,8,138,31.3,25,91,75,0,1005,80,28.7,3.5,3.6
6/10/2025 11:00,2025-06-10T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,85,123.7,6.7,147.7,31.3,25,87.3,75,0,1005,79,29.2,3.7,4
6/10/2025 12:00,2025-06-10T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,97,118.5,5.3,157.3,34.4,31.67,83.7,75,0,1005,79,29.7,3.5,4.8
6/10/2025 13:00,2025-06-10T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,102,113.2,4,167,36,35,80,75,0,1004,78,29.4,2.8,5.2
6/10/2025 14:00,2025-06-10T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,110.1,4.3,161,36.9,33.67,79.3,75,0,1003,76,29,2,4.4
6/10/2025 15:00,2025-06-10T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,94,107,4.7,155,37.8,32.33,78.7,75,0,1003,75,28.7,1.2,4.4
6/10/2025 16:00,2025-06-10T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,103.9,5,149,38.8,31,78,79,0,1003,73,28.6,0.9,3.6
6/10/2025 17:00,2025-06-10T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,85,113.4,8.3,130,35,28,79.3,83,0,1003,70,28.6,1.1,3.2
6/10/2025 18:00,2025-06-10T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,122.9,11.7,111,32.5,26,80.7,87,0,1003,67,28.5,0,2
6/10/2025 19:00,2025-06-10T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,132.5,15,92,33.8,27,82,91,0,1004,69,28.2,0,1.66
6/10/2025 20:00,2025-06-10T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,175.3,22,74.3,41.3,33,85.7,95,0,1005,71,28,0,1.33
6/10/2025 21:00,2025-06-10T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,218.1,29,56.7,43.8,35,89.3,100,0,1006,72,27.7,0,1
6/10/2025 22:00,2025-06-10T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,260.9,36,39,48.8,39,93,79,0,1005,74,27.5,0,0.66
6/10/2025 23:00,2025-06-10T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,274.3,38,33,55,44,88.3,58,0,1005,76,27.2,0,0.33
6/11/2025 0:00,2025-06-10T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,287.7,40,27,55,44,83.7,37,0.25,1004,78,27,0,2
6/11/2025 1:00,2025-06-10T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,121,301.1,42,21,53.8,43,79,33,0.5,1004,80,26.8,0,0.66
6/11/2025 2:00,2025-06-10T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,289.7,39.3,21.3,55,44,74.3,29,0.25,1003,81,26.7,0,1.33
6/11/2025 3:00,2025-06-10T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,118,278.2,36.7,21.7,52.5,42,69.7,25,0,1003,83,26.5,0,2
6/11/2025 4:00,2025-06-10T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,129,266.7,34,22,57.5,46,65,41,0,1003,81,26.7,0,2
6/11/2025 5:00,2025-06-10T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,102,4133,208,29.2,44,36,137,58,0,1004,80,27,0.8,2
6/11/2025 6:00,2025-06-10T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,143,199.4,20.7,56.7,57.8,51.33,56.3,75,0,1005,78,27.2,0.8,2
6/11/2025 7:00,2025-06-11T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,150,165.7,14,74,58,54,52,79,0,1005,75,28.1,1.3,2.33
6/11/2025 8:00,2025-06-11T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,140,149,11,95.7,56.6,50.33,60.7,83,0,1005,72,29.1,2.7,2.66
6/11/2025 9:00,2025-06-11T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,130,132.3,8,117.3,55.2,46.67,69.3,87,0,1005,69,30,4.9,3
6/11/2025 10:00,2025-06-11T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,121,115.6,5,139,53.8,43,78,79,0,1004,67,31,7.2,3
6/11/2025 11:00,2025-06-11T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,121,109.7,4.7,144,53.8,43,79,70,0,1004,65,32,8.7,3
6/11/2025 12:00,2025-06-11T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,103.9,4.3,149,55,44,80,62,0,1003,62,33,9.1,3
6/11/2025 13:00,2025-06-11T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,112,98,4,154,50,40,81,62,0,1002,61,33.3,8.3,2.66
6/11/2025 14:00,2025-06-11T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,105,99.4,5,140.7,46.7,37.33,79.3,62,0,1002,60,33.7,6,2.33
6/11/2025 15:00,2025-06-11T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,99,100.8,6,127.3,43.3,34.67,77.7,62,0,1001,59,34,3.1,2
6/11/2025 16:00,2025-06-11T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,102.1,7,114,40,32,76,66,0,1001,61,33.2,1.3,2.66
6/11/2025 17:00,2025-06-11T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,122.6,35.3,78.2,40,32,73.3,70,0,1002,62,32.3,0.9,3.33
6/11/2025 18:00,2025-06-11T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,143,108,14.1,102,53,74,75,0.25,1002,64,31.5,0,4
6/11/2025 19:00,2025-06-11T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,112,163.4,92,6.5,78,40,68,70,1.75,1003,70,30,0,3.33
6/11/2025 20:00,2025-06-11T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,105,276.9,102.3,9.4,71.3,37.33,70,66,1,1004,78,28.5,0,2.66
6/11/2025 21:00,2025-06-11T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,10,112.7,12.3,41.3,33,72,62,0.25,1004,86,27,0,2
6/11/2025 22:00,2025-06-11T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,504,123,15.1,58,32,74,54,0,1004,86,26.9,0,2
6/11/2025 23:00,2025-06-11T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,89,403,108,16.2,56,30,69.3,45,0,1004,87,26.8,0,2
6/12/2025 0:00,2025-06-11T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,92,261.4,49.7,45.7,45.2,31.33,64.7,37,0,1003,88,26.7,0,2
6/12/2025 1:00,2025-06-11T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,140.1,13,61,38.8,31,60,100,0,1003,85,27.3,0,2.4
6/12/2025 2:00,2025-06-11T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,133.6,12,60.7,42.9,34.33,58.3,100,0,1003,82,27.9,0,2.4
6/12/2025 3:00,2025-06-11T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,104,127.2,11,60.3,46.3,37,56.7,100,0,1003,79,28.5,0,2.4
6/12/2025 4:00,2025-06-11T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,120.8,10,60,51.3,41,55,99,0,1003,76,29.1,0,2
6/12/2025 5:00,2025-06-11T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,121,119.6,9.3,62.3,53.8,43,54,99,0,1003,73,29.8,0.7,2.4
6/12/2025 6:00,2025-06-11T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,126,118.5,8.7,64.7,56.3,45,53,100,1,1003,71,30.4,0.8,2.8
6/12/2025 7:00,2025-06-12T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,131,117.3,8,67,58.8,47,52,99,0.25,1003,68,31,1.3,3.2
6/12/2025 8:00,2025-06-12T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,124,110.3,7,79,55.4,44.33,57,100,0,1003,66,31.6,2.1,4.4
6/12/2025 9:00,2025-06-12T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,134,103.3,6,91,60,48,62,50,0,1003,63,32.2,2.9,3
6/12/2025 10:00,2025-06-12T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,96.3,5,103,48.8,39,67,58,0,1003,62,33,3.7,3
6/12/2025 11:00,2025-06-12T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,89.5,4.7,106.7,32.5,26,66.3,66,0,1002,61,33.7,3.8,3
6/12/2025 12:00,2025-06-12T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,78,82.7,4.3,110.3,31.3,25,65.7,75,0,1001,60,34.5,3.5,3
6/12/2025 13:00,2025-06-12T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,56,75.9,4,114,15,15,65,75,0,1001,68,32.5,2.8,2.66
6/12/2025 14:00,2025-06-12T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,72,53.9,5,77.7,27.5,22,43.7,75,0,1000,78,30.6,2,2.33
6/12/2025 15:00,2025-06-12T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,89,10,6,41.5,37.5,30,22.3,75,0,1000,88,28.6,1.2,2
6/12/2025 16:00,2025-06-12T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,10,7,5.2,172,172,1,83,0.25,1000,89,28.7,0.8,2
6/12/2025 17:00,2025-06-12T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,222,10,9.7,4.2,222,222,33,91,1,1001,89,28.9,0.6,2
6/12/2025 18:00,2025-06-12T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,162,10,12.3,3,162,162,33,100,0,1001,90,29,0,2
6/12/2025 19:00,2025-06-12T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,139,113.8,15,63,50,50,74,87,0.25,1001,91,28.7,0,1.33
6/12/2025 20:00,2025-06-12T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,1114,247,18.6,136.5,27,76,75,0.25,1002,92,28.5,0,0.66
6/12/2025 21:00,2025-06-12T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,129,2117,239,29.2,68,46,116,62,0.5,1002,94,28.2,0,1.6
6/12/2025 22:00,2025-06-12T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,114,2117,231,25.9,66,40.5,121,66,0.25,1002,93,27.9,0,0.33
6/12/2025 23:00,2025-06-12T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,114,1442.3,157.7,36.3,57.7,40.67,100,70,0.25,1002,92,27.5,0,0.66
6/13/2025 0:00,2025-06-12T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,104,202,69,20.5,76,37,79,75,0.5,1002,90,27.2,0,1
6/13/2025 1:00,2025-06-12T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,115,92.8,11,57,41,41,58,58,0.5,1002,91,27.1,0,0.66
6/13/2025 2:00,2025-06-12T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,202,39,21.6,66,32,54.3,41,0.25,1002,92,26.9,0,0.33
6/13/2025 3:00,2025-06-12T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,87.3,9.7,57.7,31,31,50.7,25,0.25,1002,92,26.8,0,3.2
6/13/2025 4:00,2025-06-12T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,84.6,9,58,26,26,47,29,1.25,1002,92,26.9,0,1
6/13/2025 5:00,2025-06-12T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,123,82.7,8.3,59.3,55,44,49,33,0,1002,92,26.9,0.6,2
6/13/2025 6:00,2025-06-12T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,118,80.7,7.7,60.7,52.5,42,51,37,0.25,1003,93,27,0.8,3
6/13/2025 7:00,2025-06-13T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,69,78.8,7,62,21,21,53,50,0.5,1003,86,28.2,1.3,3
6/13/2025 8:00,2025-06-13T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,112,55.9,6,76,50,40,60,62,0.5,1003,81,29.5,2.1,3
6/13/2025 9:00,2025-06-13T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,107,32.9,5,90,47.5,38,67,75,0,1003,75,30.7,2.9,3
6/13/2025 10:00,2025-06-13T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,10,4,104,32.5,26,74,75,0,1002,69,31.7,3.5,3
6/13/2025 11:00,2025-06-13T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,72,27.1,3.7,112.3,26.7,22,71,75,0,1001,63,32.6,3.7,3
6/13/2025 12:00,2025-06-13T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,51,10,3.3,120.7,15,12,68,75,0,1001,58,33.6,3.5,3
6/13/2025 13:00,2025-06-13T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,61,61.3,3,129,15,14,65,79,0.75,1000,58,33.6,2.9,3
6/13/2025 14:00,2025-06-13T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,55,63,3.3,122,15,14.33,59.7,83,1,999,58,33.6,2.2,3
6/13/2025 15:00,2025-06-13T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,56,64.8,3.7,115,15,14.67,54.3,87,1,998,59,33.6,1.3,3
6/13/2025 16:00,2025-06-13T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,56,66.5,4,108,15,15,49,66,0.5,998,60,33,0.8,2.66
6/13/2025 17:00,2025-06-13T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,80.3,7.7,96,26.7,26.67,56.3,45,0,999,61,32.3,0.7,2.33
6/13/2025 18:00,2025-06-13T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,61,94.2,11.3,84,21.3,17,63.7,25,0,999,62,31.7,0,2
6/13/2025 19:00,2025-06-13T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,139,108,15,72,50,50,71,45,0,1000,65,31.2,0,1.33
6/13/2025 20:00,2025-06-13T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,80,443.3,84.3,55.9,32.5,26,82.3,66,0,1001,68,30.8,0,0.66
6/13/2025 21:00,2025-06-13T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,67,2117,200,28.1,37,20,105,87,0,1002,71,30.3,0,2
6/13/2025 22:00,2025-06-13T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,68,1114,223,23.8,36,20.5,105,83,0,1001,74,30.1,0,1
6/13/2025 23:00,2025-06-13T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,59,2218,208,21.6,29,16,110,79,0,1001,76,29.9,0,2
6/14/2025 0:00,2025-06-13T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,2117,193,25.9,25,17.5,105,75,0,1000,79,29.7,0,3
6/14/2025 1:00,2025-06-13T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,160,104.5,15,57,64,63,62,83,0,1000,79,29.4,0,3
6/14/2025 2:00,2025-06-13T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,103.1,14.3,57.3,38.8,31,59,91,0,1000,79,29,0,3
6/14/2025 3:00,2025-06-13T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,101.7,13.7,57.7,38.8,31,56,100,0.5,1000,79,28.7,0,3
6/14/2025 4:00,2025-06-13T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,100.4,13,58,42.5,34,53,95,0.5,1001,80,28.9,0,2.66
6/14/2025 5:00,2025-06-13T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,98,105.4,13,58.7,42.5,34,53.7,91,0,1001,81,29.1,1.4,2.33
6/14/2025 6:00,2025-06-13T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,110.5,13,59.3,36.3,29,54.3,87,0,1001,81,29.3,2.1,2
6/14/2025 7:00,2025-06-14T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,115.6,13,60,32,32,55,62,0,1001,73,30.7,3.3,2
6/14/2025 8:00,2025-06-14T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,102.7,10,80,36.3,29,61,37,0,1001,66,32.1,5.5,2
6/14/2025 9:00,2025-06-14T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,74,89.9,7,100,23.3,23.33,67,12,0,1001,59,33.5,6.3,2
6/14/2025 10:00,2025-06-14T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,65,77,4,120,19,19,73,12,0,1001,56,34.2,7.7,2
6/14/2025 11:00,2025-06-14T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,64,74.9,3.7,127,19,18.67,67.7,12,0,1000,54,34.8,6.9,2
6/14/2025 12:00,2025-06-14T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,68,72.8,3.3,134,19,18.33,62.3,12,0,1000,52,35.5,5.9,2
6/14/2025 13:00,2025-06-14T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,76,70.6,3,141,19,18,57,12,0,999,52,35.7,3.4,2
6/14/2025 14:00,2025-06-14T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,82,76.5,4,145.7,21,20.33,55,12,0,998,51,36,2.5,2
6/14/2025 15:00,2025-06-14T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,88,82.3,5,150.3,23,22.67,53,12,0,998,51,36.2,1.4,2
6/14/2025 16:00,2025-06-14T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,94,88.1,6,155,25,25,51,14,0,998,56,35.3,0.8,2
6/14/2025 17:00,2025-06-14T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,93,109.7,10.3,152,32,32,68.7,16,0,998,61,34.4,0.7,2
6/14/2025 18:00,2025-06-14T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,86,131.3,14.7,149,30,24,86.3,18,0,999,67,33.5,0,2
6/14/2025 19:00,2025-06-14T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,129,152.9,19,146,46,46,104,20,0,999,70,32.5,0,2
6/14/2025 20:00,2025-06-14T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,110,1461.5,200,39.5,72,39,155.5,22,0,1000,73,31.5,0,2
6/14/2025 21:00,2025-06-14T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,235,2520,270,28.1,152,119,37,25,0,1001,76,30.5,0,2
6/14/2025 22:00,2025-06-14T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,239,2520,293,24.9,160,122.5,37,25,0,1000,79,30,0,2
6/14/2025 23:00,2025-06-14T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,269,2520,239,25.9,158,145,37,25,0,1000,82,29.6,0,2
6/15/2025 0:00,2025-06-14T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,197,2385.3,195,29.9,122.7,90.83,40.3,25,0,1000,85,29.1,0,2
